Index,authorName,authorTelegram,channelName,date,forwardedFromUrl,forwardedTitle,linkPreview,repliedTo,scrappingDate,text,viewsCount,source_file,emails,email_count,links,link_count,postTime,postStatus
10,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-04T21:00:42+00:00,-,-,-,-,2024-11-01 14:47:25,(🔴) شركة حمد المنيع تعلن فتح التوظيف للجنسين (ثانوية فأعلى) بعدة مناطق في المملكة:▪️ موظفي استقبال.▪️ موظفي خدمات عملاء.▪️ مستشاري مبيعات.🔗 شارك الخبر عبر (واتساب):اضغط هنا◀️ تفاصيل (https://ewdifh.com/jobs/79705)➖,2.5K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://ewdifh.com/jobs/79705)➖'],1,2024-09-04 21:00:42,Empty
11,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-06T21:40:09+00:00,https://t.me/coursemadinah/178,قناة المعاهد الخاصة و دورات اون لاين وحضوري المدينة المنورة / معهد,-,-,2024-11-01 14:47:25,( للرجال فقط )✅ بدون تسجيل انضم مباشرة في الوقت المتاح وأبدأ بتصحيح التلاوة بأيسر الطرق ..https://t.me/quran_mn_telawa( للنساء فقط )✅ بدون تسجيل انضمي مباشرة في الوقت المتاح وأبدئي بتصحيح التلاوة بأيسر الطرق ..https://t.me/HolyMosqيستطيع المشارك/المشاركة الدخول في أي من الروابط المتاحة لتصحيح سورة الفاتحة و ما تيسر من أي سورة في القرآن.الحلقات متاحة يوميا بتوقيت المدينة المنورة عبر رابط جوجل مييت أو غيره بالتنسيق.,2.3K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,"['https://t.me/quran_mn_telawa(', 'https://t.me/HolyMosqيستطيع']",2,2024-09-06 21:40:09,Empty
12,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-06T16:21:26+00:00,-,-,"Telegram
  
  قناة المعاهد الخاصة و دورات اون لاين وحضوري المدينة المنورة / معهد
  🔺إعلان📢 🛑المقاعد محدودة🛑-بشهادة معتمدة✨ يسر إدارة التدريب والتثقيف المجتمعي بفرع هيئة الهلال الأحمر بمنطقة المدينة المنورة -‌‌‏أن تعلن لكم عن مواعيد دورات برنامج سفير الحياة للإسعافات الاولية - لشهر سبتمبر ( 9 ) 2024م ‌‎*الدورات الحضورية:الفترة…",-,2024-11-01 14:47:25,🔴 دورات الاسعافات الاولية https://t.me/coursemadinah/176,2.5K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://t.me/coursemadinah/176'],1,2024-09-06 16:21:26,Empty
13,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-06T10:49:36+00:00,-,-,"Jotform
  
  طلب توظيف لدى الماجد للعود
  Please click the link to complete this form.",-,2024-11-01 14:47:25,🔴 نموذج التوظيف الموحد في الماجد للعود https://form.jotform.com/222892222784461,2.5K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://form.jotform.com/222892222784461'],1,2024-09-06 10:49:36,Empty
14,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-05T22:02:48+00:00,-,-,-,-,2024-11-01 14:47:25,تعلن جمعية صحة الجهاز الهضمي - هاضم - عن توفر فرص وظيفية شاغرة في المدينة المنورة، وذلك وفقاً للتفاصيل الآتية:المسميات الوظيفية:-محاسب.-سكرتير تنفيذي.-مدير تنمية موارد مالية.-مسؤول شؤون المرضى.-مدير الموارد البشرية.الشروط:-حاصل على شهادة بكالوريوس في تخصص يتناسب مع الوظيفة المتقدم لها.-سعودي الجنسية.-اجتياز المقابلة الشخصية.-التفرغ التام للعمل في الجمعية.-خبرة مناسبة في المجال الإداري.-ينتهي التقديم يوم الخميس ١٤٤٦/٠٣/٠٩هـ.رابط التقديم:https://forms.gle/ygxbLquRJpWkM9Uu5t.me/Jobs_Almadina',2.3K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,"[""https://forms.gle/ygxbLquRJpWkM9Uu5t.me/Jobs_Almadina'""]",1,2024-09-05 22:02:48,Empty
15,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-07T05:26:43+00:00,-,-,-,-,2024-11-01 14:47:25,شركة تسويق‏‌ #الرياض⁩ ‏‌ #الدمام⁩ ‏‌ #الأحساء⁩ ‏‌ #الخبر⁩ ‏‌ #القصيم⁩ ‏‌ #جدة⁩ ‏‌ #مكة⁩ ‏‌ #المدينة⁩  ‏-موظفـ/ـة مبيعات (تسويق ميداني) . ‏* التوظيف فوري . ‏* الرواتب 5500 ريالاً . ‏* ⁠عمولات مُغرية ‏الشروط :‏* سعوديـ/ـة او غير سعوديـ/ـة .‏* يكون لديه وسيلة نقل خاصة به ( سيارة ) .‏للتقديم : ‏الرجاء إرسال السيرة الذاتية بصيغة PDF  وكتابة المدينة . ‏ ‏الإيميل : ‏‌ Oceanbtelecom@gmail.com⁩,2.3K,jobsmadina_ypRmO3Cff4GrYwGi4_results,['Oceanbtelecom@gmail.com'],1,[],0,2024-09-07 05:26:43,Empty
16,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-07T05:28:42+00:00,-,-,-,-,2024-11-01 14:47:25,🟢  لأول مرة (لدى إحدى شركات الغاز - غازكو) برنامج حلول المستقبل (للجنسين) مع عدة مزايا منها (مكافأة شهرية + تأمين طبي) في التخصصات:▪️التخصصات الإدارية▪️التخصصات التقنية▪️التخصصات الهندسيةالتفاصيل: https://itawteen.com/14472/,2.6K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://itawteen.com/14472/'],1,2024-09-07 05:28:42,Empty
17,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-07T05:25:16+00:00,-,-,"Google Docs
  
  Telesales vacancies in Riyadh
  عزيزي المتقدم/ة نفيدكم بأن المقابلة الشخصية ستكون باللغة الانجليزية",-,2024-11-01 14:47:25,المسمى الوظيفي: ممثل مبيعات هاتفية ساعات العمل: 8 ساعات نظام العمل شفتات متغيره كل اسبوعين الشفت الصباحي: من 8 ص الى 5 مالشفت المسائي: من 1 م الى 9 م ايام الاوف : يومين متغيره غير ثابت الراتب: 5000 + عمولات مجزيه  الاستبيان انقلشhttps://docs.google.com/forms/d/e/1FAIpQLSdofomCXhQTEQ_0R-Ogb1E1owoEPJMmJc4Lo2VBpOMu9GrR2Q/viewform,2.1K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://docs.google.com/forms/d/e/1FAIpQLSdofomCXhQTEQ_0R-Ogb1E1owoEPJMmJc4Lo2VBpOMu9GrR2Q/viewform'],1,2024-09-07 05:25:16,Empty
18,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-07T15:58:02+00:00,-,-,-,-,2024-11-01 14:47:25,مدير التسويق ( المدينة المنورة ) يشترط : خبرة سنتين كحد أدنىمدير مشروع ( المدينة المنورة ) يشترط : خبرة سنتين كحد أدنىhttps://docs.google.com/forms/d/e/1FAIpQLSdMAfWd5YXmvdE3XnfZGa06CVCq4iAIUSDcQctqYWZh5iE3nQ/viewform,2.6K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://docs.google.com/forms/d/e/1FAIpQLSdMAfWd5YXmvdE3XnfZGa06CVCq4iAIUSDcQctqYWZh5iE3nQ/viewform'],1,2024-09-07 15:58:02,Empty
19,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-07T05:26:43+00:00,-,-,-,-,2024-11-01 14:47:25,مطلوب بائعين ساعات - معارض كاسيو  ‏في المدن التالية : جدة - الدمام- خميس مشيط- المدينة المنورة ‏•سعودي الجنسية‏•المؤهل ثانوي‏•الجدية والالتزم في العمل ‏للتقديم ارسال السيرة الذاتية للبريد الالكتروني مع ذكر المسمى الوظيفي والمدينة في عنوان الايميل :‏‌ hr@abbar-sa.com⁩,2.3K,jobsmadina_ypRmO3Cff4GrYwGi4_results,['hr@abbar-sa.com'],1,[],0,2024-09-07 05:26:43,Empty
20,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-05T20:01:22+00:00,-,-,-,-,2024-11-01 14:47:25,(🔴) عاجل | شراكة بين أرامكو وعدة جهات حكومية:▪️ ضابط مهندس.▪️ ضابط بحري.▪️ ميكانيكي.▪️ بحار.الأكاديمية الوطنية البحرية تعلن بدء التقديم في برنامج التدريب المنتهي بالتوظيف🔗 شارك الخبر عبر (واتساب):اضغط هنا◀️ تفاصيل (https://ewdifh.com/jobs/79720)➖,2.2K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://ewdifh.com/jobs/79720)➖'],1,2024-09-05 20:01:22,Empty
21,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-08T20:00:11+00:00,-,-,-,-,2024-11-01 14:47:25,تعلن شركة الأبواب المتطورة عن توفر فرصة وظيفية شاغرة، وذلك وفقاً للتفاصيل الآتية:المسمى الوظيفي:-أخصائي عمليات موارد بشرية.  • يُشترط وجود خبرة سابقة في المجال.تفاصيل العمل:٦ أيام في الأسبوع بمعدل ٨ ساعات يومياً.للتقديم ترسل السيرة الذاتية على الإيميل:ad.dooorshr@gmail.comt.me/Jobs_Almadina',2.0K,jobsmadina_ypRmO3Cff4GrYwGi4_results,['ad.dooorshr@gmail.comt.me'],1,[],0,2024-09-08 20:00:11,Empty
22,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-08T20:00:11+00:00,-,-,-,-,2024-11-01 14:47:25,تعلن إدارة شركة متاجر المدينة في المدينة المنورة عن توفر فرص وظيفية شاغرة، وذلك وفقاً للتفاصيل الآتية:المسميات الوظيفية:-مدير تشغيل.-مدير لوجستيك.-مدير مستودع.-مدير تقني.الشروط:- خبرة في العمليات التشغيلية لا تقل عن خمس سنوات في أي مجال ذو صلة. - يفضل أن يكون للمتقدم خبرة سابقه في شركات (استارت اب).-الأفضلية لمن لديه خبرة سابقة من شركات كبرى.للتقديم ترسل السيرة الذاتية على الإيميل:Al-Tarji@outlook.comt.me/Jobs_Almadina',2.0K,jobsmadina_ypRmO3Cff4GrYwGi4_results,['Al-Tarji@outlook.comt.me'],1,[],0,2024-09-08 20:00:11,Empty
23,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-08T20:00:11+00:00,-,-,-,-,2024-11-01 14:47:25,تعلن مؤسسة أرض الذكريات عن توفر فرصة وظيفية شاغرة، وذلك وفقاً للتفاصيل الآتية:المسمى الوظيفي:- ادارة حسابات سوشيال ميديا مبدع/مبدعه.الشروط:- خبره في تصميم الجرافيك.- خبره في الموشن جرافيك.للتقديم ترسل السيرة الذاتية ونماذج الأعمال على الإيميل، مع ذكر المسمى الوظيفي في العنوان:Myjob.1@hotmail.com t.me/Jobs_Almadina',2.1K,jobsmadina_ypRmO3Cff4GrYwGi4_results,['Myjob.1@hotmail.com'],1,[],0,2024-09-08 20:00:11,Empty
24,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-08T20:00:25+00:00,-,-,-,-,2024-11-01 14:47:25,يعلن ROW كافيه عن توفر فرصة وظيفية شاغرة، وذلك وفقاً للتفاصيل الآتية:المسمى الوظيفي:-كاشير. الشروط:-سعودي/ة الجنسية أو من مواليد المملكة.-وجود خبرة في مجال ستة أشهر كحد أدنى في مجال المطاعم ونظام الفودكس.-تحمل ضغط العمل.-اللباقة وحسن المظهر. -وجود شهادة صحية سارية.-التفرغ للعمل.-أن يكون العمر ٢٢ - ٢٥ سنة. للتقديم ترسل السيرة الذاتية على الإيميل، مع ذكر المسمى الوظيفي في العنوان:Shahad@mshrab.sat.me/Jobs_Almadina',2.2K,jobsmadina_ypRmO3Cff4GrYwGi4_results,['Shahad@mshrab.sat.me'],1,[],0,2024-09-08 20:00:25,Empty
25,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-09T07:41:59+00:00,-,-,-,-,2024-11-01 14:47:25,يعلن معهد ديم العلوم العالي للتدريب عن توفر فرص وظيفية شاغرة، وذلك وفقاً للتفاصيل الآتية:المسمى الوظيفي:-مدربة لغة انجليزية.الشروط: -بكالوريوس أو ماجستير في نفس المجال.-التمكن التام من التخصص.-اللباقه وحسن التعامل.-التفرغ التام للعمل (علماً بأن الدوام ٨ ساعات فترتين يومياً).للتقديم ترسل السيرة الذاتية على الإيميل: ‏deemaluloom_job@hotmail.comو للإستفسار: 0554401514t.me/Jobs_Almadina',2.2K,jobsmadina_ypRmO3Cff4GrYwGi4_results,['deemaluloom_job@hotmail.com'],1,[],0,2024-09-09 07:41:59,Empty
26,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-09T07:44:45+00:00,-,-,-,-,2024-11-01 14:47:25,يعلن كيان كافية عن توفر فرص وظيفية شاغرة في المدينة المنورة، وذلك وفقاً للتفاصيل الآتية:المجال الوظيفي:-بائـع. التوظيف فوري لمن يجتاز المقابلة والاولوية لذوي الخبرة.رابط التقديم:(يجب ارفاق الشهادة الصحية ان وجدت وشهادات الخبرة)https://forms.gle/EhwmD2KvxYMQTBeGAt.me/Jobs_Almadina',2.1K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,"[""https://forms.gle/EhwmD2KvxYMQTBeGAt.me/Jobs_Almadina'""]",1,2024-09-09 07:44:45,Empty
27,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-08T20:03:30+00:00,-,-,-,-,2024-11-01 14:47:25,(🔴) هل ترغب في العمل في إحدى مطارات المملكة لحملة الشهادة الثانوية أو الدبلوم أو البكالوريوس (لا تشترط الخبرة):◀️ للتقديم (https://ewdifh.com/jobs/79681)➖,2.3K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://ewdifh.com/jobs/79681)➖'],1,2024-09-08 20:03:30,Empty
28,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-09T09:04:17+00:00,-,-,-,-,2024-11-01 14:47:25,شركة استثمارات في 📍 المدينة المنورةتبحث عن مسوق عقاري   ▪️ الشروطللرجال فقطمؤهل جامعي خبرة سنتين فأكثر.معرفة جيدة ببرامج الحاسب الآلي.📑  ارسال السيره الذاتيه مع كتابة المسمى الوظيفي‌ info1@riyadat.sa,2.1K,jobsmadina_ypRmO3Cff4GrYwGi4_results,['info1@riyadat.sa'],1,[],0,2024-09-09 09:04:17,Empty
29,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-09T09:01:23+00:00,-,-,-,-,2024-11-01 14:47:25,🔴 | رجال ونساء توظيف فوري في (14 مدينة) لحملة (الثانوية - بدون خبرة) لدى تيم هورتنز:‏🌟 شركة تيم هورتنز تعلن فتح باب التوظيف (رجال / نساء) لحملة (الثانوية فأعلى) بدون خبرة🔗 انشر الخبر عبر (whatsapp): اضغط هنا ↩️ للتقديم (https://wdeftksa.com/sa/jobs/17006) .,2.1K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://wdeftksa.com/sa/jobs/17006)'],1,2024-09-09 09:01:23,Empty
30,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-09T09:06:34+00:00,-,-,-,-,2024-11-01 14:47:25,"تعلن عنها جمعية هاضم لصحة الجهاز الهضمي لحملة البكالوريوس في المدينة المنورة , و ذلك حسب التفاصيل الموضحة في الأسفلالفرص الوظيفية الشاغرة :--محاسب.-سكرتير تنفيذي.-مدير تنمية موارد مالية.-مسؤول شؤون المرضى.-مدير الموارد البشرية.الشروط المطلوبة للتقديم :--حاصل على شهادة بكالوريوس في تخصص يتناسب مع الوظيفة المتقدم لها.-سعودي الجنسية.-اجتياز المقابلة الشخصية.-التفرغ التام للعمل في الجمعية.-خبرة مناسبة في المجال الإداري.موعد التقديم :-ينتهي التقديم يوم الخميس ١٤٤٦/٠٣/٠٩هـhttps://docs.google.com/forms/d/e/1FAIpQLScikoUHoeMkeWIU9kGf0QjlloMdqDCuq--OAQSLUwsFCD7liQ/viewform?usp=send_form",2.2K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://docs.google.com/forms/d/e/1FAIpQLScikoUHoeMkeWIU9kGf0QjlloMdqDCuq--OAQSLUwsFCD7liQ/viewform?usp=send_form'],1,2024-09-09 09:06:34,Empty
31,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-01T03:08:09+00:00,-,-,-,-,2024-11-01 14:47:25,(🔴) بدأ التقديم الآن على الوظيفة الحكومية عبر (جدارات) لدى أمانة منطقة تبوك (بلدية محافظة ضباء) بالمرتبة (السادسة).🔗 شارك الخبر عبر (واتساب):اضغط هنا◀️ للتقديم (https://ewdifh.com/jobs/79612)➖,2.5K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://ewdifh.com/jobs/79612)➖'],1,2024-09-01 03:08:09,Empty
32,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-08-31T18:32:44+00:00,-,-,"CCC by Stc
  
  Customer Experience Representative - RRC Mobility 300001148209550 | CCC by Stc",-,2024-11-01 14:47:25,أن يكون المتقدم سعودي الجنسية (رجال أو نساء).- حاصل على شهادة الثانوية العامة كحد أدنى (الثانوية، الدبلوم، البكالوريوس).- مهارات تواصل عالية مع سلامة النطق والكلام.- العمل للرجال بنظام الورديات 8 ساعات يومياً بمناوبات متغيرة (24 ساعة).- العمل للنساء غير مختلط بنظام الورديات (من 7ص إلى 11م في بيئة عمل نسائية)- لا يشترط الخبرة.https://career.ccc.net.sa/en/jobs/detail/customer-experience-representative-rrc-mobility-32297,2.6K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://career.ccc.net.sa/en/jobs/detail/customer-experience-representative-rrc-mobility-32297'],1,2024-08-31 18:32:44,Empty
