authorName,authorTelegram,channelName,date,id,linkPreview,scrappingDate,text,viewsCount
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-10-31T16:03:24+00:00,9959,"منصة ترس السعودية
  
  مطلوب مندوب مبيعات للعمل في احدى شركات التمويل الكبرى - منصة ترس السعودية
  الشروط: خبرة في مجال قطاع تمويل الافراد لاتقل عن 7 سنوات او خبرة ماليه بنكيه",2024-11-06 00:54:00,مطلوب مندوب مبيعات للعمل في احدى شركات التمويل الكبرىالشروط:- خبرة في مجال قطاع تمويل الافراد لاتقل عن 7 سنوات او خبرة ماليه بنكيهللتقديم : (https://tarasjobs.com/job/957/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,4.1K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T14:12:31+00:00,9967,"منصة ترس السعودية
  
  تعلن شركة مختصه في المجال الطبي عن شواغر وظيفية بمسمى: - منصة ترس السعودية
  مسؤولة خدمة عملاء المتطلبات: شهادة ثانوي او بكالوريوس او ما يعادلها خبرة سابقه في نفس المجال سنه كحد ادنى",2024-11-06 00:54:00,تعلن شركة مختصه في المجال الطبي عن شواغر وظيفية بمسمى:مسؤولة خدمة عملاءالمتطلبات:- شهادة ثانوي او بكالوريوس او ما يعادلها- خبرة سابقه في نفس المجال سنه كحد ادنىللتقديم : (https://tarasjobs.com/job/958-2/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.4K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T14:15:25+00:00,9968,"منصة ترس السعودية
  
  نبحث عن محاسب عملاء ذو خبرة في مجال المقاولات للانضمام إلى فريقنا. - منصة ترس السعودية
  المؤهلات المطلوبة: خبرة من 3 إلى 5 سنوات في مجال المحاسبة، خاصة في قطاع المقاولات إتقان اللغة الإنجليزية معرفة تامة ببرامج الحاسب الآلي وبرامج المحاسبة مثل SAP و Oracle فهم جيد للإيرادات غير الفوترة ومشاريع تحت التنفيذ ونسبة إنجاز المشاريع القدرة على إعداد…",2024-11-06 00:54:00,نبحث عن محاسب عملاء ذو خبرة في مجال المقاولات للانضمام إلى فريقنا.المؤهلات المطلوبة:- خبرة من 3 إلى 5 سنوات في مجال المحاسبة، خاصة في قطاع المقاولات- إتقان اللغة الإنجليزية- معرفة تامة ببرامج الحاسب الآلي وبرامج المحاسبة مثل SAP و Oracle- فهم جيد للإيرادات غير الفوترة ومشاريع تحت التنفيذ ونسبة إنجاز المشاريع- القدرة على إعداد تقارير مثل تقارير أعمار الذمم المدينة-…للتقديم : (https://tarasjobs.com/job/959/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.3K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T12:38:15+00:00,9962,,2024-11-06 00:54:00,جالسين ندور في إكس على متميزين فنانين ، خلوكم مُستعدين يمكن يجيك الدور 😍.,3.1K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T12:43:17+00:00,9964,,2024-11-06 00:54:00,نحن هنا 🙌,3.0K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-10-31T15:45:57+00:00,9952,"منصة ترس السعودية
  
  مطلوب مشرف أمن وسلامة لشركة تعمل فالمجال الأمن والسلامة - منصة ترس السعودية
  الشروط : سعودي الجنسية خبرة إشرافية في مجال الأمن والسلامة لاتقل عن سنتين الإلمام التام ببرامج الاوفيس",2024-11-06 00:54:00,مطلوب مشرف أمن وسلامة لشركة تعمل فالمجال الأمن والسلامةالشروط :- سعودي الجنسية- خبرة إشرافية في مجال الأمن والسلامة لاتقل عن سنتين- الإلمام التام ببرامج الاوفيسللتقديم : (https://tarasjobs.com/job/951/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.4K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T12:44:01+00:00,9965,,2024-11-06 00:54:00,اكتب كلمة ( شغف ) ⏰,2.9K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T12:47:45+00:00,9966,,2024-11-06 00:54:00,‏فرصة توظيف لذوي الإعاقة ‏مسمى الشاغر الوظيفي : كاشير               ‏المدينة : الرياض‏الحي : النزهة ‏الراتب : 5300  ريال‏ايام العمل: 5  ايام  ‏عدد ساعات العمل : 8 ساعات ‏*على الراغبين بالتقديم إرسال السيرة الذاتية مع ارفاق مشهد الاعاقة على الايميل التالي :*‏👇🏼👇🏼‏⁦ nouf51867@gmail.com⁩‏🔴 تنويه: لن يتم النظر في الطلبات التي لا تحتوي على مشهد إعاقة .,2.9K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T14:25:01+00:00,9971,"منصة ترس السعودية
  
  يعلن مركز خطوات التواصل للرعاية عن شواغر وظيفية - منصة ترس السعودية
  بمسمى : معلمة تربية خاصة",2024-11-06 00:54:00,يعلن مركز خطوات التواصل للرعاية عن شواغر وظيفيةبمسمى : معلمة تربية خاصةللتقديم : (https://tarasjobs.com/job/962/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.2K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T14:27:35+00:00,9972,"منصة ترس السعودية
  
  اعلان عن شواغر وظيفية بالمسميات التاليه - منصة ترس السعودية
  مسؤولة علاقات عامة تسويق مساعد اداري الشروط : سعودي الجنسية مؤهل جامعي خبرة سنتين واكثر لغة انجليزية “ممتازة”",2024-11-06 00:54:00,اعلان عن شواغر وظيفية بالمسميات التاليه- مسؤولة علاقات عامة- تسويق- مساعد اداريالشروط :- سعودي الجنسية- مؤهل جامعي- خبرة سنتين واكثر- لغة انجليزية “ممتازة”للتقديم : (https://tarasjobs.com/job/963/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.3K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T14:19:04+00:00,9969,"منصة ترس السعودية
  
  شركة مقاولات متوفر لديها الشواغر التالية للمهندسين حديثين التخرج - منصة ترس السعودية
  الشروط : في مجال التجارة أو الميكانيكا او الكهرباء سعودي الجنسية الجدية والالتزام بالعمل العمل ٦ ايام في الاسبوع",2024-11-06 00:54:00,شركة مقاولات متوفر لديها الشواغر التالية  للمهندسين حديثين التخرجالشروط :- في مجال التجارة أو الميكانيكا او الكهرباء- سعودي الجنسية- الجدية والالتزام بالعملالعمل ٦ ايام في الاسبوعللتقديم : (https://tarasjobs.com/job/960/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.2K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T14:31:38+00:00,9973,"منصة ترس السعودية
  
  شواغر وظيفية لدى احدى المطاعم العالمية في واجهة روشن *المقابلات من يوم الاحد 3 نوفمبر حتى الخميس 7 نوفمبر 9 ص* - منصة ترس السعودية
  1 – كاشير 2- باريستا 3 – استقبال 5- مقدم طعام المتطلبات : سعودي/ة الجنسية غير مسجل في التأمينات الاجتماعية",2024-11-06 00:54:00,شواغر وظيفية لدى احدى المطاعم العالمية في واجهة روشن *المقابلات من يوم الاحد 3 نوفمبر حتى الخميس 7 نوفمبر 9 ص*1 – كاشير2- باريستا3 – استقبال5- مقدم طعامالمتطلبات :- سعودي/ة الجنسية- غير مسجل في التأمينات الاجتماعيةللتقديم : (https://tarasjobs.com/job/964/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.4K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T14:23:36+00:00,9970,"منصة ترس السعودية
  
  شاغر وظيفي للسعوديين في فندق ٤ نجوم - منصة ترس السعودية
  المسمى الوظيفي: مراقب جودة فنادق الخبرة: سعودية الجنسية يفضل دبلوم إدارة فنادق و سياحة أو اي تخصص آخر مهام العمل: تطبيق معايير الجودة في الفندق",2024-11-06 00:54:00,شاغر وظيفي للسعوديين في فندق ٤ نجومالمسمى الوظيفي: مراقب جودة فنادقالخبرة: سعودية الجنسية يفضل دبلوم إدارة فنادق و سياحة أو اي تخصص آخرمهام العمل: تطبيق معايير الجودة في الفندقللتقديم : (https://tarasjobs.com/job/961/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.2K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T18:22:25+00:00,9976,,2024-11-06 00:54:00,اللهم تمام التوفيق والتيسير وتمام العزيمة ‏والهمّة والقٌدرة وتمام الوصول✨,3.2K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-03T03:34:06+00:00,9978,,2024-11-06 00:54:00,صباحكم رضا..✨‏﴿ يَأْتِ بِهَا اللَّه إِنَّ الله لَطِيفٌ خَبِيرٌ ﴾.‏في لحظة قريبة ما تتوقعونها ، بتشوفون انكم وصلتم لوسط حُلمكمالي كنتو  تتمنون ، لا تيييييّأسون 🤍,2.8K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T14:35:22+00:00,9974,"منصة ترس السعودية
  
  شواغر وظيفية لدى احدى الشركات الرائدة *المقابلات يوم الاحد 3 نوفمبر 9 ص* - منصة ترس السعودية
  اخصائي تسويق الراتب يبدأ من 7000 مدير مبيعات الراتب يصل الى 11000 يشترط لغة انجليزية ممتازة وخبرة في نفس المجال محاسب مالي / مدقق داخلي الراتب يصل الى 10000 ، يشترط لغة انجليزية ممتازة محصل الراتب 5500 ، يشترط لغة انجليزية ممتازة مسؤول علاقات حكومية الراتب…",2024-11-06 00:54:00,"شواغر وظيفية لدى احدى الشركات الرائدة *المقابلات يوم الاحد 3 نوفمبر 9 ص*- اخصائي تسويق الراتب يبدأ من 7000- مدير مبيعات الراتب يصل الى 11000 يشترط لغة انجليزية ممتازة وخبرة في نفس المجال- محاسب مالي / مدقق داخلي الراتب يصل الى 10000 ، يشترط لغة انجليزية ممتازة- محصل الراتب 5500 ، يشترط لغة انجليزية ممتازة- مسؤول علاقات حكومية الراتب 5500 , يشترط لغة…للتقديم : (https://tarasjobs.com/job/965/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com",2.6K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-03T13:41:08+00:00,9982,"منصة ترس السعودية
  
  تعلن شركة مقاولات وانشاءات عن توفر شاغر وظيفي - منصة ترس السعودية
  المسمى الوظيفي : مساعد قانوني ايام الراحة الأسبوعية يومين اوقات العمل: ٨-٦ الشروط : سعودي الجنسية حديث تخرج متفرغ ومستعد للعمل بشكل مباشر",2024-11-06 00:54:00,تعلن شركة مقاولات وانشاءات عن توفر شاغر وظيفيالمسمى الوظيفي : مساعد قانونيايام الراحة الأسبوعية يوميناوقات العمل: ٨-٦الشروط :- سعودي الجنسية- حديث تخرج- متفرغ ومستعد للعمل بشكل مباشرللتقديم : (https://tarasjobs.com/job/970/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.9K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-03T13:26:57+00:00,9979,"منصة ترس السعودية
  
  شاغر وظيفي بمسمى محاسب لدى إحدى الشركات وذلك حسب المتطلبات التالية: - منصة ترس السعودية
  مؤهل بكالوريوس محاسبة أو مالية خبرة 2 – 3 كمحاسب حاصل على عضوية المحاسبين لغة انجليزية جيدة جدا شرط للقبول توفر سيارة خاصة تحمل ضغط العمل",2024-11-06 00:54:00,شاغر وظيفي بمسمى محاسب لدى إحدى الشركات وذلك حسب المتطلبات التالية:- مؤهل بكالوريوس محاسبة أو مالية- خبرة 2 – 3 كمحاسب- حاصل على عضوية المحاسبين- لغة انجليزية جيدة جدا- شرط للقبول- توفر سيارة خاصة- تحمل ضغط العملللتقديم : (https://tarasjobs.com/job/967/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.4K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T14:38:22+00:00,9975,"منصة ترس السعودية
  
  شركة مشغلة تعلن عن شواغر وظيفية (مساح ميداني) - منصة ترس السعودية
  المتطلبات: متحدث اللغتين عربي و انجليزي بطلاقة رخصة قيادة سارية تفاصيل الشاغر: القيام بعمل جولات ميدانية وفق خطة العمل المحددة ساعات العمل: 9 ساعات أيام العمل: خمسة أيام يومين راحة تأمين طبي",2024-11-06 00:54:00,شركة مشغلة تعلن عن شواغر وظيفية (مساح ميداني)المتطلبات:- متحدث اللغتين عربي و انجليزي بطلاقة- رخصة قيادة ساريةتفاصيل الشاغر:- القيام بعمل جولات ميدانية وفق خطة العمل المحددة- ساعات العمل: 9 ساعات- أيام العمل: خمسة أيام يومين راحة- تأمين طبيللتقديم : (https://tarasjobs.com/job/966/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,3.1K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-03T13:50:31+00:00,9985,"منصة ترس السعودية
  
  شركة تعمل في مجال المقاولات تبحث عن أخصائي دعم فني - منصة ترس السعودية
  المتطلبات : شهادة البكالوريوس في تخصص الحاسب الالي سعودي الجنسية خبرة 1-2 سنوات في مجال الدعم الفني",2024-11-06 00:54:00,شركة تعمل في مجال المقاولات تبحث عن أخصائي دعم فنيالمتطلبات :- شهادة البكالوريوس في تخصص الحاسب الالي- سعودي الجنسية- خبرة 1-2 سنوات في مجال الدعم الفنيللتقديم : (https://tarasjobs.com/job/973/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.0K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-02T21:05:54+00:00,9977,,2024-11-06 00:54:00,"‏تعلن شركة رائدة في مجال الأغذية عن توفر شاغر وظيفي بمسمى ""مراقب جودة"" ‏المتطلبات: ‏- سعودي الجنسية‏- درجة البكالوريوس بتخصص ""علوم أغذية"" ‏- حديث تخرج أو خبرة سنتين كحد أقصى‏- إجادة اللغة الانجليزية‏مقر العمل: الرياض ( المدينة الصناعية الثانية ) 📍‏التقديم عبر الإيميل، مع ضرورة كتابة المسمى الوظيفي في العنوان ⏬️‏ ⁦ hr@wmfco.sa⁩",3.1K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-03T13:47:55+00:00,9984,"منصة ترس السعودية
  
  تعلن شركة عن شاغر وظيفي بمسمى (مهندس مدني - Civil Engineer) - منصة ترس السعودية
  الشروط : سعودي الجنسية بكالوريوس هندسة مدنية ⁠الخبرة لا تقل عن سنتين",2024-11-06 00:54:00,تعلن شركة عن شاغر وظيفي بمسمى (مهندس مدني – Civil Engineer)الشروط :- سعودي الجنسية- بكالوريوس هندسة مدنية- ⁠الخبرة لا تقل عن سنتينللتقديم : (https://tarasjobs.com/job/972/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.9K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-03T13:54:15+00:00,9986,"منصة ترس السعودية
  
  تعلن شركة مقاولات عن توفر شاغر وظيفي بمسمى سكرتيرة - منصة ترس السعودية
  الشروط : التوظيف فوري اللغة الانجليزية ممتازة",2024-11-06 00:54:00,تعلن شركة مقاولات عن توفر شاغر وظيفي بمسمى سكرتيرةالشروط :- التوظيف فوري- اللغة الانجليزية ممتازةللتقديم : (https://tarasjobs.com/job/974/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.2K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-03T14:05:46+00:00,9987,"منصة ترس السعودية
  
  شاغر وظيفي بمسمى محاسب لدى إحدى الشركات وذلك حسب المتطلبات التالية: - منصة ترس السعودية
  مؤهل بكالوريوس محاسبة أو مالية خبرة 2 – 3 كمحاسب حاصل على عضوية المحاسبين لغة انجليزية جيدة جدا شرط للقبول توفر سيارة خاصة تحمل ضغط العمل",2024-11-06 00:54:00,شاغر وظيفي بمسمى محاسب لدى إحدى الشركات وذلك حسب المتطلبات التالية:- مؤهل بكالوريوس محاسبة أو مالية- خبرة 2 – 3 كمحاسب- حاصل على عضوية المحاسبين- لغة انجليزية جيدة جدا- شرط للقبول- توفر سيارة خاصة- تحمل ضغط العملللتقديم : (https://tarasjobs.com/job/975/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.6K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-04T04:43:17+00:00,9990,,2024-11-06 00:54:00,"صباحكم نور وسرور ..✨والله لا راحت عليكولا أنت جيت متأخرولا الفرصة ضاعت منك !تطمن وتذكر دايم هالآية:"" وَفِي السَّمَاءِ رِزْقُكُمْ وَمَا تُوعَدُونَ """,2.5K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-03T13:35:33+00:00,9981,"منصة ترس السعودية
  
  تعلن شركة توظيف عن توفر شاغر وظيفي بمسمى مسؤول علاقات حكومية - منصة ترس السعودية
  الشروط: سعودي/ة الجنسية لغة إنجليزية لديه خبرة سابقة في العمل على المنصات الحكومية",2024-11-06 00:54:00,تعلن شركة توظيف عن توفر شاغر وظيفي بمسمى مسؤول علاقات حكوميةالشروط:- سعودي/ة الجنسية- لغة إنجليزية- لديه خبرة سابقة في العمل على المنصات الحكوميةللتقديم : (https://tarasjobs.com/job/969/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.9K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-04T13:49:56+00:00,9993,"منصة ترس السعودية
  
  مطلوب أخصائي اعلام واتصال - منصة ترس السعودية
  الشروط : شرط تخصص الاتصال والإعلام حديث تخرج",2024-11-06 00:54:00,مطلوب أخصائي اعلام واتصالالشروط :- شرط تخصص الاتصال والإعلام- حديث تخرجللتقديم : (https://tarasjobs.com/job/978/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.9K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-03T22:32:23+00:00,9989,,2024-11-06 00:54:00,قريت مره .. ✨وايقنت فعلاً ان ،تولد الفرص الكبيرة من أعمال صغيره .,2.8K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-04T13:47:24+00:00,9992,"منصة ترس السعودية
  
  شواغر وظيفية لدى احدى الشركات الكبرى - منصة ترس السعودية
  ممثل خدمة عملاء دعم فني الشروط : لغة انجليزية ممتازة سعودي/ة الجنسية ليس على رأس العمل",2024-11-06 00:54:00,شواغر وظيفية لدى احدى الشركات الكبرىممثل خدمة عملاء دعم فنيالشروط :- لغة انجليزية ممتازة- سعودي/ة الجنسية- ليس على رأس العملللتقديم : (https://tarasjobs.com/job/977/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.1K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-04T13:58:23+00:00,9997,"منصة ترس السعودية
  
  يعلن مركز طبي عن توفر شاغر وظيفي لوظيفة / مرمز طبي - منصة ترس السعودية
  المؤهلات المطلوبة: شهادة بكالوريوس في الترميز الطبي أو تخصص ذو صلة فهم جيد لأنظمة الترميز الطبي خبرة سابقة في العمل كمرمز طبي القدرة على استخدام برامج إدارة السجلات الصحية مهارات تواصل ممتازة وقدرة على العمل ضمن فريق مهارات تحليلية قوية",2024-11-06 00:54:00,يعلن مركز طبي عن توفر شاغر وظيفي لوظيفة / مرمز طبيالمؤهلات المطلوبة:- شهادة بكالوريوس في الترميز الطبي أو تخصص ذو صلة- فهم جيد لأنظمة الترميز الطبي- خبرة سابقة في العمل كمرمز طبي- القدرة على استخدام برامج إدارة السجلات الصحية- مهارات تواصل ممتازة وقدرة على العمل ضمن فريق- مهارات تحليلية قويةللتقديم : (https://tarasjobs.com/job/982/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.9K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-04T13:53:56+00:00,9995,"منصة ترس السعودية
  
  مطلوب أخصائي تسويق رقمي - منصة ترس السعودية
  دراية تامة بإعداد الحملات التسويقية في جميع منصات التواصل الاجتماعي ( سناب شات، قوقل، ميتا، تويتر، تيك توك) اعداد المحتوى لمنصات التواصل الاجتماعي ⁠اجادة استخدام الأدوات التقنية الحديثة في مجال التسويق الرقمي، منها SEO تفكير ابداعي سعودي/ه الجنسية",2024-11-06 00:54:00,مطلوب أخصائي تسويق رقمي- دراية تامة بإعداد الحملات التسويقية في جميع منصات التواصل الاجتماعي ( سناب شات، قوقل، ميتا، تويتر، تيك توك)- اعداد المحتوى لمنصات التواصل الاجتماعي- ⁠اجادة استخدام الأدوات التقنية الحديثة في مجال التسويق الرقمي، منها SEO- تفكير ابداعي- سعودي/ه الجنسيةللتقديم : (https://tarasjobs.com/job/980/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.7K
